dateupload,id,latitude,longitude,owner,tags,title,url_sq
1243563563,3574240393,24.456168,-81.866643,85979850@N00,fish shark underwater florida snorkelling keywest,Shark!,https://farm4.staticflickr.com/3327/3574240393_4a23d8bca3_m.jpg
1243563545,3574239771,24.456168,-81.866643,85979850@N00,underwater florida snorkelling keywest,Fish,https://farm4.staticflickr.com/3388/3574239771_4c8cf6600c_m.jpg
1243563529,3574239213,24.456168,-81.866643,85979850@N00,underwater florida snorkelling keywest donabel,Donabel Snorkelling,https://farm4.staticflickr.com/3364/3574239213_99377faef3_m.jpg
1243563512,3575046908,24.456168,-81.866643,85979850@N00,seaweed underwater florida snorkelling keywest,Seaweed,https://farm3.staticflickr.com/2424/3575046908_4f6b3fc2cf_m.jpg
1243563497,3575046312,24.456168,-81.866643,85979850@N00,fish ray underwater florida snorkelling keywest,Ray,https://farm4.staticflickr.com/3333/3575046312_c536ea28cc_m.jpg
1243563479,3574237357,24.456168,-81.866643,85979850@N00,underwater florida snorkelling keywest,Yellow tailed fish,https://farm4.staticflickr.com/3407/3574237357_9497c00730_m.jpg
1243563461,3575044886,24.456168,-81.866643,85979850@N00,fish ray underwater florida snorkelling keywest spottedeagleray,Ray,https://farm3.staticflickr.com/2456/3575044886_84682d9362_m.jpg
1243563445,3575044260,24.456168,-81.866643,85979850@N00,fish underwater florida snorkelling keywest,Stripy fish,https://farm4.staticflickr.com/3584/3575044260_71954feb33_m.jpg
1222745095,2900231799,24.45165,-81.87492,25126457@N02,vacation underwater snorkeling keywest reef furywateradventures sandreef,florida vacation 41,https://farm4.staticflickr.com/3032/2900231799_4ab37a8d0a_m.jpg
1222745032,2901073048,24.45165,-81.87492,25126457@N02,vacation underwater snorkeling keywest reef furywateradventures sandreef,florida vacation 37,https://farm4.staticflickr.com/3269/2901073048_ce21956af9_m.jpg
1222744849,2900220995,24.45165,-81.87492,25126457@N02,vacation underwater snorkeling keywest reef furywateradventures sandreef,florida vacation 27,https://farm4.staticflickr.com/3220/2900220995_51cc517692_m.jpg
1222744481,2900205093,24.45165,-81.87492,25126457@N02,vacation underwater snorkeling keywest reef furywateradventures sandreef,florida vacation 4,https://farm4.staticflickr.com/3232/2900205093_4f52b9f929_m.jpg
1160881267,269792147,24.4534,-81.8755,89887758@N00,lighthouse sandkey,Sand Key Lighthouse - IMG_2935,https://farm1.staticflickr.com/118/269792147_b14fee9056_m.jpg
1343148466,7637936096,24.478211,-81.865837,79939076@N02,,Schnorcheltour Key West,https://farm8.staticflickr.com/7258/7637936096_d51c57e603_m.jpg
1343089203,7633530528,24.452561,-81.879928,79939076@N02,,Schnorcheln Key West,https://farm9.staticflickr.com/8021/7633530528_388dd2b447_m.jpg
1343089235,7633452064,24.452561,-81.879928,79939076@N02,,Schnorcheln Key West,https://farm9.staticflickr.com/8157/7633452064_66d23d1719_m.jpg
1488742300,32455137483,24.478744,-81.843392,19362429@N02,florida unitedstates us,Key West,https://farm1.staticflickr.com/597/32455137483_d1c7a80afd_m.jpg
1488742300,33228506406,24.467269,-81.84587,19362429@N02,florida unitedstates us,Key West,https://farm4.staticflickr.com/3879/33228506406_101dd9b03f_m.jpg
1487602253,32858447962,24.433961,-81.819453,95639599@N02,usa 2017,Carnival Victory (81),https://farm1.staticflickr.com/683/32858447962_fd4dffde8c_m.jpg
1487602254,32858447692,24.433961,-81.819453,95639599@N02,usa 2017,Carnival Victory (82),https://farm3.staticflickr.com/2655/32858447692_a399337dc1_m.jpg
1487602255,32631986350,24.44143,-81.813845,95639599@N02,usa 2017,Carnival Victory (83),https://farm3.staticflickr.com/2061/32631986350_ce0591a0f0_m.jpg
1487602256,32631984840,24.44143,-81.813845,95639599@N02,usa 2017,Carnival Victory (84),https://farm3.staticflickr.com/2431/32631984840_8ee8143c10_m.jpg
1487602257,32631983820,24.445619,-81.810909,95639599@N02,usa 2017,Carnival Victory (85),https://farm4.staticflickr.com/3900/32631983820_23ec38f5b3_m.jpg
1486922165,32739096111,24.484966,-81.8569,12276024@N04,,Snokeling Trip Sand Key Lighthouse (9),https://farm3.staticflickr.com/2095/32739096111_9e1768ecbe_m.jpg
1486922165,32821448826,24.472466,-81.8648,12276024@N04,,Snokeling Trip Sand Key Lighthouse (8),https://farm1.staticflickr.com/704/32821448826_9550e8bebe_m.jpg
1486922164,32821442296,24.484966,-81.8569,12276024@N04,,Snokeling Trip Sand Key Lighthouse (10),https://farm3.staticflickr.com/2382/32821442296_958f514012_m.jpg
1485718018,32553670186,24.482149,-81.8605,12276024@N04,,Sand Key Lighthouse Snorkeling (5),https://farm1.staticflickr.com/563/32553670186_5abc774252_m.jpg
1485718010,32553630336,24.485266,-81.85775,12276024@N04,,Sand Key Lighthouse Snorkeling Trip (9),https://farm1.staticflickr.com/550/32553630336_724fe655b3_m.jpg
1485718010,32471345291,24.486516,-81.856384,12276024@N04,,Sand Key Lighthouse Snorkeling Trip (10),https://farm1.staticflickr.com/340/32471345291_87825c48fb_m.jpg
1485718010,32471342181,24.488083,-81.854834,12276024@N04,,Sand Key Lighthouse Snorkeling Trip (11),https://farm1.staticflickr.com/419/32471342181_c3ddb42d73_m.jpg
1468625722,28050903450,24.454083,-81.859109,143940361@N04,,davy Jones,https://farm9.staticflickr.com/8590/28050903450_3ab4bc5deb_m.jpg
1467552869,27444049763,24.46098,-81.846038,27693484@N06,square squareformat iphoneography instagramapp uploaded:by=instagram,Sail away in open ocean #sailboat #sailing #sail #hartonohosea #h2photography #h2travel #keywest,https://farm8.staticflickr.com/7398/27444049763_aea82c02ed_m.jpg
1467473391,27758375790,24.488491,-81.841611,27693484@N06,square squareformat iphoneography instagramapp uploaded:by=instagram,Jadi kuli kapal #hartonohosea #h2photography #h2travel #iPhone #keywest #sailing,https://farm8.staticflickr.com/7350/27758375790_c46b48518e_m.jpg
1459720673,25616520443,24.46075,-81.847234,53703573@N02,square squareformat iphoneography instagramapp uploaded:by=instagram,#amazing #diving in #keywest #barrierreef shooting with #gopro and al the #scuba gear by @scubapro #scubapro @chattycatproductions #chattycatproductions #scubaaddict with #crew @paditv #padi,https://farm2.staticflickr.com/1523/25616520443_7f29626c43_m.jpg
1459720344,26126647842,24.46075,-81.847234,53703573@N02,square squareformat inkwell iphoneography instagramapp uploaded:by=instagram,#amazing #diving in The #barrierreef in #keywest shooting quth #gopro and al the #scuba Giese by @scubapro #scubapro @chattycatproductions #chattycatproductions #scubaaddict with @paditv #padi cree,https://farm2.staticflickr.com/1523/26126647842_2d2af080b1_m.jpg
1435891826,19372929761,24.46878,-81.844698,48434885@N07,unitedstates 2015,06 Key West 03,https://farm4.staticflickr.com/3875/19372929761_644854ddd3_m.jpg
1403950388,14338799529,24.487536,-81.830517,120621274@N05,,Regenwolke,https://farm6.staticflickr.com/5508/14338799529_3bb3f00bdb_m.jpg
1403950389,14338797269,24.474758,-81.833959,120621274@N05,,Wasser,https://farm4.staticflickr.com/3853/14338797269_45552381c9_m.jpg
1396041793,13474271875,24.464025,-81.844367,60348748@N07,cruise square waves lofi run squareformat garmin 2470 eurodam iphoneography instagramapp,"18ft waves today, never had this much fun on a treadmill before! #garmin #run #waves #eurodam #cruise",https://farm4.staticflickr.com/3787/13474271875_166b8573d2_m.jpg
1385229838,11013496333,24.465,-81.836503,84716468@N00,,IMG_6974,https://farm6.staticflickr.com/5521/11013496333_406cc5570b_m.jpg
1370395516,8954859500,24.472333,-81.844167,9255579@N04,,,https://farm6.staticflickr.com/5470/8954859500_03cdd36dfe_m.jpg
1367887325,8716302100,24.455,-81.857167,73832263@N00,uploaded:by=flickrmobile flickriosapp:filter=nofilter,,https://farm8.staticflickr.com/7455/8716302100_09671158a4_m.jpg
1358871960,8404968117,24.476521,-81.845912,25482628@N06,square squareformat iphoneography instagramapp uploaded:by=instagram foursquare:venue=4d6a9e57de28224b86e951be,I think this sailboat is in Div 4. Schooner phrf.  #qkeywest @keywest #sailing #keywest #kwrw #florida #tallships #schooners,https://farm9.staticflickr.com/8356/8404968117_05b282d818_m.jpg
1337575076,7239223392,24.464755,-81.837362,13263291@N00,florida keywest,DSC03128,https://farm6.staticflickr.com/5200/7239223392_209f1a9251_m.jpg
1332258004,7000232549,24.454667,-81.857333,87652302@N00,,,https://farm7.staticflickr.com/6100/7000232549_65453ba1b2_m.jpg
1332257957,6854106734,24.454333,-81.858333,87652302@N00,,,https://farm8.staticflickr.com/7126/6854106734_5c827f3646_m.jpg
1332257946,7000229865,24.47,-81.846667,87652302@N00,,,https://farm8.staticflickr.com/7181/7000229865_d7a4d6eb73_m.jpg
1239206432,3423584813,24.463,-81.844667,53342633@N00,ocean vacation water swim geotagged snorkel florida keywest,Photo-A-Day #50: Bill in Blue,https://farm4.staticflickr.com/3548/3423584813_e01a73d3e1_m.jpg
1185593751,1046719452,24.463224,-81.843295,10574187@N05,,IMG_2030,https://farm2.staticflickr.com/1434/1046719452_3e9a4e9f2c_m.jpg
1183865336,1046662194,24.463224,-81.843295,10574187@N05,,sexy-time,https://farm2.staticflickr.com/1271/1046662194_35897c5d74_m.jpg
1487602257,32888047511,24.457105,-81.804489,95639599@N02,usa 2017,Carnival Victory (86),https://farm4.staticflickr.com/3731/32888047511_e65a7e3ed3_m.jpg
1484065797,32112316551,24.471322,-81.801309,51695964@N02,,Santa's sleigh Nieuw Amsterdam 2017,https://farm1.staticflickr.com/325/32112316551_bb9e711572_m.jpg
1484065744,31855164090,24.471561,-81.801323,51695964@N02,santa,SantaDSC_1584,https://farm1.staticflickr.com/774/31855164090_959589604f_m.jpg
1433168419,17726564163,24.442725,-81.805573,66335021@N00,,For my collection of Susie drinking things,https://farm9.staticflickr.com/8777/17726564163_6c3e150c19_m.jpg
1433168418,18161043209,24.446752,-81.805298,66335021@N00,,U.S. Coast Guard evacuation,https://farm9.staticflickr.com/8870/18161043209_9873da8ee6_m.jpg
1429651011,17225768742,24.447725,-81.798575,129254481@N05,,IMG_1692,https://farm9.staticflickr.com/8733/17225768742_00dd5ed1a8_m.jpg
1429216473,16983263950,24.470071,-81.791641,93123955@N00,square squareformat iphoneography instagramapp uploaded:by=instagram,Tarpon #VSCOcam,https://farm9.staticflickr.com/8763/16983263950_48e106c447_m.jpg
1429216395,16963374947,24.470071,-81.791641,93123955@N00,square squareformat iphoneography instagramapp uploaded:by=instagram,Dolphin #VSCOcam,https://farm9.staticflickr.com/8757/16963374947_6713ec9b8a_m.jpg
1429216258,17144839086,24.470071,-81.791641,93123955@N00,square squareformat iphoneography instagramapp uploaded:by=instagram,Blue #VSCOcam,https://farm9.staticflickr.com/8702/17144839086_45e6ac19fc_m.jpg
1414868272,15681858771,24.454794,-81.802948,80161351@N08,,RMD_3847_HDR,https://farm6.staticflickr.com/5608/15681858771_cd8a6f60e4_m.jpg
1414868267,15497916749,24.462072,-81.801445,80161351@N08,,RMD_3845_HDR,https://farm8.staticflickr.com/7544/15497916749_afdf395af7_m.jpg
1414868261,15685374212,24.471269,-81.801453,80161351@N08,,RMD_3842_HDR,https://farm4.staticflickr.com/3950/15685374212_403bb57a7c_m.jpg
1414868254,15685373172,24.48713,-81.802803,80161351@N08,,RMD_3836_HDR,https://farm4.staticflickr.com/3948/15685373172_2222f280fb_m.jpg
1410755271,15240676551,24.480688,-81.802222,7416177@N04,cruise vacation photostream 2014,,https://farm4.staticflickr.com/3877/15240676551_65b116bf82_m.jpg
1381492732,10206049494,24.457094,-81.7994,99002017@N00,florida keywest,2013-10-09 13.28.46,https://farm4.staticflickr.com/3764/10206049494_1048482861_m.jpg
1358549262,8392659739,24.485936,-81.802606,97619843@N00,,IMG_3151,https://farm9.staticflickr.com/8083/8392659739_823fdf25aa_m.jpg
1358549244,8392659069,24.486322,-81.802631,97619843@N00,,IMG_3150,https://farm9.staticflickr.com/8228/8392659069_e4db89016d_m.jpg
1303857169,5659466948,24.455167,-81.770167,57103410@N04,,,https://farm6.staticflickr.com/5061/5659466948_e68be8704c_m.jpg
1274934294,4644042526,24.455468,-81.791773,78764012@N00,,IMG_5070,https://farm5.staticflickr.com/4020/4644042526_6cba797a0f_m.jpg
1274934289,4644042332,24.448297,-81.793262,78764012@N00,,IMG_5067,https://farm4.staticflickr.com/3046/4644042332_1aaca50e85_m.jpg
1412435216,15250792799,24.459788,-81.737366,60085318@N00,square squareformat iphoneography instagramapp uploaded:by=instagram,#scubasquad2014 at the Vandenberg,https://farm4.staticflickr.com/3928/15250792799_eff020f5a7_m.jpg
1359322076,8420611285,24.45993,-81.738356,11159192@N04,fall wildlife drytortugas flowersplants boatdive wreckdive divetype,USS Vandenberg,https://farm9.staticflickr.com/8085/8420611285_5e6ae7febe_m.jpg
1359322049,8421706260,24.459936,-81.738345,11159192@N04,fall wildlife drytortugas flowersplants boatdive wreckdive divetype,USS Vandenberg,https://farm9.staticflickr.com/8186/8421706260_37cda01a12_m.jpg
1359322033,8420608797,24.459888,-81.738423,11159192@N04,fall wildlife drytortugas flowersplants boatdive wreckdive divetype,USS Vandenberg,https://farm9.staticflickr.com/8365/8420608797_d5e304fb84_m.jpg
1359322012,8420607653,24.459811,-81.738581,11159192@N04,fall wildlife drytortugas flowersplants boatdive wreckdive divetype,USS Vandenberg,https://farm9.staticflickr.com/8085/8420607653_82d364dfc0_m.jpg
1307496253,5810451772,24.459919,-81.738298,63769554@N03,,IMG_2549bw,https://farm3.staticflickr.com/2513/5810451772_d39071db6a_m.jpg
1307496235,5810451076,24.459922,-81.738251,63769554@N03,,IMG_2542bw,https://farm4.staticflickr.com/3327/5810451076_37564294cc_m.jpg
1307496215,5810450338,24.459886,-81.738264,63769554@N03,,IMG_2532bw,https://farm6.staticflickr.com/5269/5810450338_ba5f41c794_m.jpg
1307496197,5809884985,24.459844,-81.73832,63769554@N03,,IMG_2531bw,https://farm4.staticflickr.com/3523/5809884985_9014b555d5_m.jpg
1307496181,5810448982,24.459936,-81.73777,63769554@N03,,IMG_2576,https://farm3.staticflickr.com/2351/5810448982_72993ee4b0_m.jpg
1307496142,5810447348,24.459875,-81.737831,63769554@N03,,IMG_2575,https://farm4.staticflickr.com/3328/5810447348_14dbc1c16a_m.jpg
1307496106,5809881355,24.459855,-81.737812,63769554@N03,,IMG_2573,https://farm3.staticflickr.com/2061/5809881355_d409c5af1d_m.jpg
1307496074,5810444486,24.459852,-81.737848,63769554@N03,,IMG_2572,https://farm3.staticflickr.com/2214/5810444486_2c2e9e4654_m.jpg
1307496044,5809878903,24.459827,-81.737856,63769554@N03,,IMG_2569,https://farm3.staticflickr.com/2324/5809878903_fdaa637255_m.jpg
1307496014,5809877773,24.459727,-81.737817,63769554@N03,,IMG_2568,https://farm4.staticflickr.com/3215/5809877773_567a4a0532_m.jpg
1307495990,5810441174,24.459763,-81.737831,63769554@N03,,IMG_2566,https://farm3.staticflickr.com/2355/5810441174_3bfa5584fe_m.jpg
1307495962,5810440042,24.459761,-81.737845,63769554@N03,,IMG_2565,https://farm6.staticflickr.com/5226/5810440042_455621300d_m.jpg
1307495941,5809874875,24.459769,-81.737831,63769554@N03,,IMG_2558,https://farm4.staticflickr.com/3507/5809874875_b2db8c0be4_m.jpg
1307495894,5810437424,24.45978,-81.737884,63769554@N03,,IMG_2557,https://farm3.staticflickr.com/2681/5810437424_1ff8bff698_m.jpg
1307495861,5809871669,24.459902,-81.738278,63769554@N03,,IMG_2546,https://farm6.staticflickr.com/5034/5809871669_46f8ef616d_m.jpg
1307495846,5809871125,24.459913,-81.738303,63769554@N03,,IMG_2541,https://farm6.staticflickr.com/5063/5809871125_75c0399580_m.jpg
1307495778,5809868407,24.459922,-81.738353,63769554@N03,,IMG_2539,https://farm4.staticflickr.com/3275/5809868407_a0fe271a56_m.jpg
1307495742,5810431322,24.459891,-81.738239,63769554@N03,,IMG_2538,https://farm3.staticflickr.com/2514/5810431322_1eb4b8e6ef_m.jpg
1307495723,5810430568,24.459899,-81.738231,63769554@N03,,IMG_2537,https://farm3.staticflickr.com/2768/5810430568_69206117bb_m.jpg
1307495687,5809864579,24.459875,-81.738251,63769554@N03,,IMG_2534,https://farm3.staticflickr.com/2212/5809864579_e75e90ef10_m.jpg
1439595389,19959309813,24.517519,-82.126145,75392657@N00,,,https://farm1.staticflickr.com/776/19959309813_985e8e424c_m.jpg
1439595047,20393419449,24.517958,-82.131264,75392657@N00,,,https://farm6.staticflickr.com/5703/20393419449_b0c053ab93_m.jpg
1370289869,8939013877,24.522511,-82.146328,85391843@N00,,2012-05-10_14-50-37,https://farm4.staticflickr.com/3748/8939013877_b76a7196e9_m.jpg
1335294047,6964303364,24.545333,-82.114,7296328@N07,florida,Flying back to Key West,https://farm9.staticflickr.com/8158/6964303364_be1d8257eb_m.jpg
1500819264,36066728786,24.514858,-82.085778,51405371@N00,keywest drytortugas,IMG_4302,https://farm5.staticflickr.com/4309/36066728786_c7910964c4_m.jpg
1500819265,35717666060,24.514836,-82.08687,51405371@N00,keywest drytortugas,IMG_4303,https://farm5.staticflickr.com/4318/35717666060_20e1501f20_m.jpg
1500819266,35717665700,24.515316,-82.095567,51405371@N00,keywest drytortugas,IMG_4304,https://farm5.staticflickr.com/4322/35717665700_2523f0ae9c_m.jpg
1500819266,36066726916,24.515397,-82.095795,51405371@N00,keywest drytortugas,IMG_4305,https://farm5.staticflickr.com/4315/36066726916_fd45fb8d8b_m.jpg
1321403649,6349168312,24.514011,-82.06305,7128421@N05,usa florida drytortugas,IMG_6672.jpg,https://farm7.staticflickr.com/6223/6349168312_6a7e2714df_m.jpg
1312748013,6019350880,24.519025,-82.092178,43836891@N07,ocean storm sailboat florida,Storm Seeds,https://farm7.staticflickr.com/6129/6019350880_9e745a0fde_m.jpg
1198488031,2132317713,24.531965,-82.049078,18307147@N00,west geotagged key december ride florida fort flight dry jefferson seaplane 2007 tortugas geo:lat=245319659999418 geo:lon=820490786664356,2007 11 december Seaplane van Dry Tortugas - Key West Florida  1433.jpg,https://farm3.staticflickr.com/2261/2132317713_d974e6a66f_m.jpg
1198488020,2133096018,24.532544,-82.051375,18307147@N00,west geotagged key december ride florida fort flight dry jefferson seaplane 2007 tortugas geo:lat=245325443333375 geo:lon=820513758095403,2007 11 december Seaplane van Dry Tortugas - Key West Florida  1432.jpg,https://farm3.staticflickr.com/2105/2133096018_28b724228b_m.jpg
1198488009,2133095798,24.533353,-82.054591,18307147@N00,west geotagged key december ride florida fort flight dry jefferson seaplane 2007 tortugas geo:lat=245333539999751 geo:lon=820545918094248,2007 11 december Seaplane van Dry Tortugas - Key West Florida  1431.jpg,https://farm3.staticflickr.com/2244/2133095798_d1245c410d_m.jpg
1198487998,2132316923,24.535027,-82.060506,18307147@N00,west geotagged key december ride florida fort flight dry jefferson seaplane 2007 tortugas geo:lat=245350276666269 geo:lon=820605069998881,2007 11 december Seaplane van Dry Tortugas - Key West Florida  1430.jpg,https://farm3.staticflickr.com/2079/2132316923_0e70393aab_m.jpg
1488772695,32894899220,24.53385,-82.010014,15362885@N00,keywest vacation ocean themes florida unitedstates us,courage,https://farm1.staticflickr.com/766/32894899220_f58fe54693_m.jpg
1488772691,32894898500,24.531872,-82.00922,15362885@N00,selfie keywest vacation ocean themes florida unitedstates us,on the beach,https://farm3.staticflickr.com/2941/32894898500_cc260163f8_m.jpg
1488772687,32894897760,24.531677,-82.008898,15362885@N00,keywest vacation landscape themes florida unitedstates us,lone palm,https://farm4.staticflickr.com/3919/32894897760_f100570f7a_m.jpg
1488772681,32894896880,24.532358,-82.0092,15362885@N00,florida keywest unitedstates us,waters edge,https://farm4.staticflickr.com/3881/32894896880_6af51f2b3d_m.jpg
1488772674,32894895240,24.532358,-82.0092,15362885@N00,florida keywest unitedstates us,water's edge,https://farm4.staticflickr.com/3875/32894895240_682b05b088_m.jpg
1488772619,33236666306,24.537808,-82.007623,15362885@N00,keywest florida unitedstates us,isolation,https://farm4.staticflickr.com/3861/33236666306_7ae277bb34_m.jpg
1444507166,22050941926,24.534556,-82.005083,29414153@N06,square squareformat inkwell iphoneography instagramapp uploaded:by=instagram,Fish on!,https://farm6.staticflickr.com/5702/22050941926_659543a172_m.jpg
1439864257,20677290091,24.519605,-81.981553,52272069@N00,,,https://farm6.staticflickr.com/5722/20677290091_4b1891b980_m.jpg
1437937681,19843908758,24.519605,-81.981553,52272069@N00,,,https://farm1.staticflickr.com/284/19843908758_a595e3a1d2_m.jpg
1416973769,15878915841,24.531272,-82.008927,11611067@N02,ocean summer west beach water boat grande key florida boating boca,GOPR0116,https://farm8.staticflickr.com/7473/15878915841_315677b412_m.jpg
1416973745,15693594000,24.531272,-82.008927,11611067@N02,ocean summer west beach water boat grande key florida boating boca,GOPR0113,https://farm9.staticflickr.com/8579/15693594000_23821f4cc3_m.jpg
1416973711,15693591100,24.531272,-82.008927,11611067@N02,ocean summer west beach water boat grande key florida boating boca,GOPR0106,https://farm9.staticflickr.com/8638/15693591100_a4ab788198_m.jpg
1416973692,15694874309,24.531272,-82.008927,11611067@N02,ocean family summer west beach water boat grande key florida boating shayne boca dory,GOPR0102,https://farm9.staticflickr.com/8592/15694874309_2802924821_m.jpg
1416973668,15880890055,24.531272,-82.008927,11611067@N02,ocean summer west beach water boat grande key florida boating boca,GOPR0089,https://farm8.staticflickr.com/7568/15880890055_4f12e8951a_m.jpg
1416973644,15880888055,24.531272,-82.008927,11611067@N02,ocean family summer west beach water boat grande key florida boating shayne boca dory,GOPR0085,https://farm8.staticflickr.com/7499/15880888055_d01e2f3ab6_m.jpg
1416973624,15880886485,24.531272,-82.008927,11611067@N02,ocean summer west beach water boat grande key florida boating boca dory,GOPR0079,https://farm8.staticflickr.com/7505/15880886485_177f89e572_m.jpg
